Time,Level,Content,LineId,EventId,EventTemplate
Mon Dec 05 10:48:43 2005,notice,jk2_init() Found child 5503 in scoreboard slot 10,1490,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 10:48:46 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1491,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 10:48:46 2005,error,mod_jk child workerEnv in error state 6,1492,E1,mod child worker error state <*>
Mon Dec 05 10:48:48 2005,error,[client 67.166.248.235] Directory index forbidden by rule: /var/www/html/,1493,E4,client <*> Directory index forbidden rule var www html
Mon Dec 05 10:51:12 2005,notice,jk2_init() Found child 5515 in scoreboard slot 7,1494,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 10:51:12 2005,notice,jk2_init() Found child 5516 in scoreboard slot 8,1495,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 10:51:33 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1496,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 10:51:33 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1497,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 10:51:35 2005,error,mod_jk child workerEnv in error state 6,1498,E1,mod child worker error state <*>
Mon Dec 05 10:51:35 2005,error,mod_jk child workerEnv in error state 6,1499,E1,mod child worker error state <*>
Mon Dec 05 10:51:59 2005,notice,jk2_init() Found child 5517 in scoreboard slot 6,1500,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 10:52:00 2005,notice,jk2_init() Found child 5518 in scoreboard slot 9,1501,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 10:52:15 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1502,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 10:52:15 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1503,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 10:52:21 2005,error,mod_jk child workerEnv in error state 6,1504,E1,mod child worker error state <*>
Mon Dec 05 10:53:42 2005,notice,jk2_init() Found child 5527 in scoreboard slot 7,1505,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 10:53:42 2005,notice,jk2_init() Found child 5526 in scoreboard slot 9,1506,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 10:55:47 2005,notice,jk2_init() Found child 5538 in scoreboard slot 9,1507,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 10:59:25 2005,notice,jk2_init() Found child 5565 in scoreboard slot 9,1508,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 10:59:25 2005,notice,jk2_init() Found child 5563 in scoreboard slot 7,1509,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 10:59:25 2005,notice,jk2_init() Found child 5562 in scoreboard slot 6,1510,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 10:59:25 2005,notice,jk2_init() Found child 5564 in scoreboard slot 8,1511,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 10:59:25 2005,notice,jk2_init() Found child 5567 in scoreboard slot 12,1512,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 10:59:25 2005,notice,jk2_init() Found child 5568 in scoreboard slot 13,1513,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 10:59:25 2005,notice,jk2_init() Found child 5566 in scoreboard slot 10,1514,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 10:59:29 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1515,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 10:59:29 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1516,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 10:59:29 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1517,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 10:59:29 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1518,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 10:59:29 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1519,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 10:59:29 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1520,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 10:59:29 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1521,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 10:59:29 2005,error,mod_jk child workerEnv in error state 6,1522,E1,mod child worker error state <*>
Mon Dec 05 10:59:29 2005,error,mod_jk child workerEnv in error state 7,1523,E1,mod child worker error state <*>
Mon Dec 05 10:59:29 2005,error,mod_jk child workerEnv in error state 8,1524,E1,mod child worker error state <*>
Mon Dec 05 10:59:29 2005,error,mod_jk child workerEnv in error state 6,1525,E1,mod child worker error state <*>
Mon Dec 05 10:59:29 2005,error,mod_jk child workerEnv in error state 6,1526,E1,mod child worker error state <*>
Mon Dec 05 10:59:29 2005,error,mod_jk child workerEnv in error state 6,1527,E1,mod child worker error state <*>
Mon Dec 05 10:59:29 2005,error,mod_jk child workerEnv in error state 7,1528,E1,mod child worker error state <*>
Mon Dec 05 11:02:05 2005,notice,jk2_init() Found child 5579 in scoreboard slot 6,1529,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 11:04:16 2005,notice,jk2_init() Found child 5592 in scoreboard slot 8,1530,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 11:04:16 2005,notice,jk2_init() Found child 5593 in scoreboard slot 9,1531,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 11:06:50 2005,notice,jk2_init() Found child 5616 in scoreboard slot 6,1532,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 11:06:51 2005,notice,jk2_init() Found child 5617 in scoreboard slot 7,1533,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 11:06:51 2005,notice,jk2_init() Found child 5618 in scoreboard slot 8,1534,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 11:06:51 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1535,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 11:06:51 2005,error,mod_jk child workerEnv in error state 6,1536,E1,mod child worker error state <*>
Mon Dec 05 11:06:51 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1537,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 11:06:51 2005,error,mod_jk child workerEnv in error state 7,1538,E1,mod child worker error state <*>
Mon Dec 05 11:06:51 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1539,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 11:06:51 2005,error,mod_jk child workerEnv in error state 6,1540,E1,mod child worker error state <*>
Mon Dec 05 11:06:52 2005,error,jk2_init() Can't find child 5619 in scoreboard,1541,E1,<*> Can' find child <*> scoreboard
Mon Dec 05 11:06:52 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1542,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 11:06:52 2005,error,mod_jk child init 1 -2,1543,E1,mod child <*>
Mon Dec 05 11:06:52 2005,error,jk2_init() Can't find child 5620 in scoreboard,1544,E1,<*> Can' find child <*> scoreboard
Mon Dec 05 11:06:52 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1545,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 11:06:52 2005,error,mod_jk child init 1 -2,1546,E1,mod child <*>
Mon Dec 05 11:06:52 2005,error,jk2_init() Can't find child 5621 in scoreboard,1547,E1,<*> Can' find child <*> scoreboard
Mon Dec 05 11:06:52 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1548,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 11:06:52 2005,error,mod_jk child init 1 -2,1549,E1,mod child <*>
Mon Dec 05 11:06:52 2005,error,jk2_init() Can't find child 5622 in scoreboard,1550,E1,<*> Can' find child <*> scoreboard
Mon Dec 05 11:06:52 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1551,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 11:06:52 2005,error,mod_jk child init 1 -2,1552,E1,mod child <*>
Mon Dec 05 12:35:57 2005,notice,jk2_init() Found child 5785 in scoreboard slot 6,1553,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 12:35:57 2005,notice,jk2_init() Found child 5786 in scoreboard slot 7,1554,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 12:36:36 2005,notice,jk2_init() Found child 5790 in scoreboard slot 7,1555,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 12:36:36 2005,notice,jk2_init() Found child 5788 in scoreboard slot 9,1556,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 12:36:36 2005,notice,jk2_init() Found child 5789 in scoreboard slot 6,1557,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 12:36:36 2005,notice,jk2_init() Found child 5787 in scoreboard slot 8,1558,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 12:36:39 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1559,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 12:36:39 2005,error,mod_jk child workerEnv in error state 7,1560,E1,mod child worker error state <*>
Mon Dec 05 12:36:39 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1561,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 12:36:39 2005,error,mod_jk child workerEnv in error state 6,1562,E1,mod child worker error state <*>
Mon Dec 05 12:36:39 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1563,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 12:36:39 2005,error,mod_jk child workerEnv in error state 7,1564,E1,mod child worker error state <*>
Mon Dec 05 12:36:39 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1565,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 12:36:39 2005,error,mod_jk child workerEnv in error state 6,1566,E1,mod child worker error state <*>
Mon Dec 05 12:40:37 2005,notice,jk2_init() Found child 5798 in scoreboard slot 8,1567,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 12:40:38 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1568,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 12:40:38 2005,error,mod_jk child workerEnv in error state 6,1569,E1,mod child worker error state <*>
Mon Dec 05 12:50:42 2005,notice,jk2_init() Found child 5811 in scoreboard slot 6,1570,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 12:50:42 2005,notice,jk2_init() Found child 5810 in scoreboard slot 9,1571,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 12:50:43 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1572,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 12:50:43 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1573,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 12:50:43 2005,error,mod_jk child workerEnv in error state 6,1574,E1,mod child worker error state <*>
Mon Dec 05 12:50:43 2005,error,mod_jk child workerEnv in error state 6,1575,E1,mod child worker error state <*>
Mon Dec 05 12:55:48 2005,notice,jk2_init() Found child 5817 in scoreboard slot 8,1576,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 12:55:48 2005,notice,jk2_init() Found child 5816 in scoreboard slot 7,1577,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 12:55:49 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1578,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 12:55:49 2005,error,mod_jk child workerEnv in error state 6,1579,E1,mod child worker error state <*>
Mon Dec 05 12:55:49 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1580,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 12:55:49 2005,error,mod_jk child workerEnv in error state 6,1581,E1,mod child worker error state <*>
Mon Dec 05 13:00:33 2005,notice,jk2_init() Found child 5825 in scoreboard slot 9,1582,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 13:00:33 2005,notice,jk2_init() Found child 5826 in scoreboard slot 6,1583,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 13:00:34 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1584,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 13:00:34 2005,error,mod_jk child workerEnv in error state 6,1585,E1,mod child worker error state <*>
Mon Dec 05 13:00:34 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1586,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 13:00:34 2005,error,mod_jk child workerEnv in error state 6,1587,E1,mod child worker error state <*>
Mon Dec 05 13:05:24 2005,notice,jk2_init() Found child 5845 in scoreboard slot 7,1588,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 13:05:24 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1589,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 13:05:24 2005,error,mod_jk child workerEnv in error state 6,1590,E1,mod child worker error state <*>
Mon Dec 05 13:10:55 2005,notice,jk2_init() Found child 5856 in scoreboard slot 8,1591,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 13:10:59 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1592,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 13:10:59 2005,error,mod_jk child workerEnv in error state 6,1593,E1,mod child worker error state <*>
Mon Dec 05 13:16:27 2005,notice,jk2_init() Found child 5877 in scoreboard slot 9,1594,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 13:16:27 2005,notice,jk2_init() Found child 5876 in scoreboard slot 8,1595,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 13:16:27 2005,notice,jk2_init() Found child 5878 in scoreboard slot 6,1596,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 13:16:27 2005,notice,jk2_init() Found child 5875 in scoreboard slot 7,1597,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 13:16:29 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1598,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 13:16:29 2005,error,mod_jk child workerEnv in error state 6,1599,E1,mod child worker error state <*>
Mon Dec 05 13:16:29 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1600,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 13:16:29 2005,error,mod_jk child workerEnv in error state 6,1601,E1,mod child worker error state <*>
Mon Dec 05 13:16:29 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1602,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 13:16:29 2005,error,mod_jk child workerEnv in error state 6,1603,E1,mod child worker error state <*>
Mon Dec 05 13:16:29 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1604,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 13:16:29 2005,error,mod_jk child workerEnv in error state 6,1605,E1,mod child worker error state <*>
Mon Dec 05 13:21:35 2005,notice,jk2_init() Found child 5893 in scoreboard slot 9,1606,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 13:21:34 2005,notice,jk2_init() Found child 5892 in scoreboard slot 8,1607,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 13:22:45 2005,notice,jk2_init() Found child 5901 in scoreboard slot 9,1608,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 13:22:45 2005,notice,jk2_init() Found child 5899 in scoreboard slot 7,1609,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 13:22:45 2005,notice,jk2_init() Found child 5900 in scoreboard slot 8,1610,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 13:22:45 2005,notice,jk2_init() Found child 5898 in scoreboard slot 6,1611,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 13:22:48 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1612,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 13:22:48 2005,error,mod_jk child workerEnv in error state 7,1613,E1,mod child worker error state <*>
Mon Dec 05 13:22:48 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1614,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 13:22:48 2005,error,mod_jk child workerEnv in error state 7,1615,E1,mod child worker error state <*>
Mon Dec 05 13:22:48 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1616,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 13:22:48 2005,error,mod_jk child workerEnv in error state 6,1617,E1,mod child worker error state <*>
Mon Dec 05 13:22:48 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1618,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 13:22:48 2005,error,mod_jk child workerEnv in error state 6,1619,E1,mod child worker error state <*>
Mon Dec 05 13:26:03 2005,notice,jk2_init() Found child 5912 in scoreboard slot 7,1620,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 13:26:37 2005,notice,jk2_init() Found child 5914 in scoreboard slot 9,1621,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 13:26:37 2005,notice,jk2_init() Found child 5915 in scoreboard slot 6,1622,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 13:27:15 2005,notice,jk2_init() Found child 5917 in scoreboard slot 8,1623,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 13:27:14 2005,notice,jk2_init() Found child 5916 in scoreboard slot 7,1624,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 13:27:15 2005,notice,jk2_init() Found child 5919 in scoreboard slot 6,1625,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 13:27:15 2005,notice,jk2_init() Found child 5918 in scoreboard slot 9,1626,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 13:28:14 2005,notice,jk2_init() Found child 5925 in scoreboard slot 8,1627,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 13:28:14 2005,notice,jk2_init() Found child 5923 in scoreboard slot 6,1628,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 13:28:14 2005,notice,jk2_init() Found child 5924 in scoreboard slot 7,1629,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 13:28:14 2005,notice,jk2_init() Found child 5922 in scoreboard slot 9,1630,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 13:28:17 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1631,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 13:28:17 2005,error,mod_jk child workerEnv in error state 7,1632,E1,mod child worker error state <*>
Mon Dec 05 13:28:17 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1633,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 13:28:17 2005,error,mod_jk child workerEnv in error state 8,1634,E1,mod child worker error state <*>
Mon Dec 05 13:28:17 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1635,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 13:28:17 2005,error,mod_jk child workerEnv in error state 8,1636,E1,mod child worker error state <*>
Mon Dec 05 13:28:17 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1637,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 13:28:17 2005,error,mod_jk child workerEnv in error state 8,1638,E1,mod child worker error state <*>
Mon Dec 05 13:31:19 2005,notice,jk2_init() Found child 5935 in scoreboard slot 9,1639,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 13:31:19 2005,notice,jk2_init() Found child 5936 in scoreboard slot 6,1640,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 13:31:53 2005,notice,jk2_init() Found child 5938 in scoreboard slot 8,1641,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 13:31:53 2005,notice,jk2_init() Found child 5937 in scoreboard slot 7,1642,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 13:32:01 2005,notice,jk2_init() Found child 5940 in scoreboard slot 6,1643,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 13:32:01 2005,notice,jk2_init() Found child 5939 in scoreboard slot 9,1644,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 13:32:04 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1645,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 13:32:04 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1646,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 13:32:04 2005,error,mod_jk child workerEnv in error state 6,1647,E1,mod child worker error state <*>
Mon Dec 05 13:32:04 2005,error,mod_jk child workerEnv in error state 6,1648,E1,mod child worker error state <*>
Mon Dec 05 13:32:09 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1649,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 13:32:09 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1650,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 13:32:10 2005,error,mod_jk child workerEnv in error state 7,1651,E1,mod child worker error state <*>
Mon Dec 05 13:32:10 2005,error,mod_jk child workerEnv in error state 7,1652,E1,mod child worker error state <*>
Mon Dec 05 13:32:28 2005,notice,jk2_init() Found child 5942 in scoreboard slot 8,1653,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 13:32:28 2005,notice,jk2_init() Found child 5941 in scoreboard slot 7,1654,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 13:32:30 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1655,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 13:32:30 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1656,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 13:32:30 2005,error,mod_jk child workerEnv in error state 6,1657,E1,mod child worker error state <*>
Mon Dec 05 13:32:30 2005,error,mod_jk child workerEnv in error state 6,1658,E1,mod child worker error state <*>
Mon Dec 05 13:36:27 2005,notice,jk2_init() Found child 5954 in scoreboard slot 7,1659,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 13:36:27 2005,notice,jk2_init() Found child 5953 in scoreboard slot 6,1660,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 13:36:58 2005,notice,jk2_init() Found child 5956 in scoreboard slot 9,1661,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 13:36:58 2005,notice,jk2_init() Found child 5957 in scoreboard slot 6,1662,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 13:36:58 2005,notice,jk2_init() Found child 5955 in scoreboard slot 8,1663,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 13:37:47 2005,notice,jk2_init() Found child 5961 in scoreboard slot 6,1664,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 13:37:47 2005,notice,jk2_init() Found child 5960 in scoreboard slot 9,1665,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 13:38:52 2005,notice,jk2_init() Found child 5968 in scoreboard slot 9,1666,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 13:38:53 2005,notice,jk2_init() Found child 5965 in scoreboard slot 6,1667,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 13:38:52 2005,notice,jk2_init() Found child 5967 in scoreboard slot 8,1668,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 13:38:53 2005,notice,jk2_init() Found child 5969 in scoreboard slot 10,1669,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 13:38:52 2005,notice,jk2_init() Found child 5966 in scoreboard slot 7,1670,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 13:39:09 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1671,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 13:39:09 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1672,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 13:39:14 2005,error,mod_jk child workerEnv in error state 6,1673,E1,mod child worker error state <*>
Mon Dec 05 13:39:13 2005,error,mod_jk child workerEnv in error state 8,1674,E1,mod child worker error state <*>
Mon Dec 05 13:39:36 2005,notice,jk2_init() Found child 5970 in scoreboard slot 6,1675,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 13:39:36 2005,notice,jk2_init() Found child 5971 in scoreboard slot 7,1676,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 13:39:41 2005,notice,jk2_init() Found child 5972 in scoreboard slot 8,1677,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 13:39:41 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1678,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 13:39:41 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1679,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 13:39:41 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1680,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 13:39:41 2005,error,mod_jk child workerEnv in error state 8,1681,E1,mod child worker error state <*>
Mon Dec 05 13:39:41 2005,error,mod_jk child workerEnv in error state 9,1682,E1,mod child worker error state <*>
Mon Dec 05 13:39:41 2005,error,mod_jk child workerEnv in error state 8,1683,E1,mod child worker error state <*>
Mon Dec 05 13:41:11 2005,notice,jk2_init() Found child 5981 in scoreboard slot 9,1684,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 13:41:12 2005,notice,jk2_init() Found child 5982 in scoreboard slot 6,1685,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 13:41:58 2005,notice,jk2_init() Found child 5984 in scoreboard slot 8,1686,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 13:41:58 2005,notice,jk2_init() Found child 5985 in scoreboard slot 9,1687,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 13:43:27 2005,notice,jk2_init() Found child 5992 in scoreboard slot 8,1688,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 13:43:27 2005,notice,jk2_init() Found child 5993 in scoreboard slot 9,1689,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 13:43:27 2005,notice,jk2_init() Found child 5990 in scoreboard slot 6,1690,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 13:43:27 2005,notice,jk2_init() Found child 5991 in scoreboard slot 7,1691,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 13:43:43 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1692,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 13:43:44 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1693,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 13:43:43 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1694,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 13:43:46 2005,error,mod_jk child workerEnv in error state 6,1695,E1,mod child worker error state <*>
Mon Dec 05 13:43:46 2005,error,mod_jk child workerEnv in error state 8,1696,E1,mod child worker error state <*>
Mon Dec 05 13:43:46 2005,error,mod_jk child workerEnv in error state 7,1697,E1,mod child worker error state <*>
Mon Dec 05 13:44:18 2005,notice,jk2_init() Found child 5995 in scoreboard slot 7,1698,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 13:44:18 2005,notice,jk2_init() Found child 5996 in scoreboard slot 8,1699,E1,<*> Found child <*> scoreboard slot <*>
